method,seed,num_circles,budget,length,risk,elapsed,ts
partition_st,5,4,300,901.5624168570358,300,0.9401228427886963,1699827794.256165
visibility,5,4,300,900.2119082762626,114.56115205259044,2.4982500076293945,1699827796.754426
layers_solver,5,4,300,901.5177822571582,117.1789832742715,41.633628129959106,1699827838.3880682
partition_radius,5,4,400,901.6116590413717,400,1.093418836593628,1699827839.4814951
partition_st,5,4,400,900.0589717824519,400,0.24158811569213867,1699827839.72309
visibility,5,4,400,900.2119082762626,114.56115205259044,2.8142809867858887,1699827842.5373812
layers_solver,5,4,400,901.5177822571582,117.1789832742715,48.712575912475586,1699827891.249971
partition_radius,5,4,500,900.0589717824519,500,0.20667004585266113,1699827891.4566479
partition_st,5,4,500,900.0589717824519,500,0.20631814002990723,1699827891.662973
visibility,5,4,500,900.2119082762626,114.56115205259044,2.852128028869629,1699827894.515111
layers_solver,5,4,500,901.5177822571582,117.1789832742715,54.77652096748352,1699827949.2916448
partition_radius,5,4,600,900.0589717824519,600,0.20731282234191895,1699827949.498966
partition_st,5,4,600,900.0589717824519,600,0.20647788047790527,1699827949.7054489
visibility,5,4,600,900.2119082762626,114.56115205259044,3.00650691986084,1699827952.711966
layers_solver,5,4,600,901.5177822571582,117.1789832742715,61.01010298728943,1699828013.722083
partition_radius,5,4,700,900.0589717824519,700,0.206712007522583,1699828013.928803
partition_st,5,4,700,900.0589717824519,700,0.2064979076385498,1699828014.135306
visibility,5,4,700,900.2119082762626,114.56115205259044,3.186194896697998,1699828017.321513
layers_solver,5,4,700,901.5177822571582,117.1789832742715,68.71987891197205,1699828086.041409
partition_radius,5,4,800,900.0589717824519,800,0.2070479393005371,1699828086.248466
partition_st,5,4,800,900.0589717824519,800,0.2070462703704834,1699828086.4555168
visibility,5,4,800,900.2119082762626,114.56115205259044,3.351975917816162,1699828089.807504
layers_solver,5,4,800,901.5177822571582,117.1789832742715,74.70334506034851,1699828164.510863
partition_radius,5,4,900,900.0589717824519,900,0.20709919929504395,1699828164.71797
partition_st,5,4,900,900.0589717824519,900,0.2072432041168213,1699828164.925218
visibility,5,4,900,900.2119082762626,114.56115205259044,3.5188028812408447,1699828168.44403
layers_solver,5,4,900,901.5177822571582,117.1789832742715,79.7867591381073,1699828248.2308018
partition_radius,5,4,1000,900.0589717824519,1000,0.20710968971252441,1699828248.437919
partition_st,5,4,1000,900.0589717824519,1000,0.20683789253234863,1699828248.644763
visibility,5,4,1000,900.2119082762626,114.56115205259044,3.8078620433807373,1699828252.452638
layers_solver,5,4,1000,901.5177822571582,117.1789832742715,89.41630220413208,1699828341.868953
